Company Name,Company Name URL,Category Groups,Headquarters Location,Description,Crunchbase Rank,Founded Date,Status,Number of Articles,Categories,Number of Founders,Number of Employees,Last Funding Date,Last Funding Amount,Total Funding Amount,Number of Investors,Last Funding Type,Website,Number of Funding Rounds
BeautyCon,https://www.crunchbase.com/organization/beautycon,Consumer Goods,"Los Angeles, California, United States",BeautyCon is a website for all things beauty and fashion.,"2,818",01/01/2011,Operating,10,Beauty,2,11-50,03/20/2017,"$9,000,000","$11,000,000",22,Series A,http://www.beautycon.com/,2
HomeLight,https://www.crunchbase.com/organization/homelight,"Commerce and Shopping, Real Estate, Professional Services","San Francisco, California, United States",HomeLight is the world's leading marketplace for finding real estate professionals. We help sell homes faster and for more money.,"2,829",01/01/2012,Operating,28,"Intellectual Property, Real Estate, Marketplace",2,11-50,04/18/2016,"$11,000,000","$15,500,000",20,Series A,http://www.homelight.com,4
LifeSite,https://www.crunchbase.com/organization/lifesite,"Information Technology, Internet Services, Privacy and Security","Mountain View, California, United States",LifeSite offers a secure web-based solution for its users to store critical personal information related to family records and documents.,"2,834",01/01/2015,Operating,,"Internet, Network Security, Privacy",3,1-10,12/10/2015,"$500,000","$5,000,000",1,Series A,http://www.lifesite.co/,2
Gem,https://www.crunchbase.com/organization/bitvault,"Software, Health Care, Internet Services, Privacy and Security, Financial Services","Venice, California, United States",Gem’s blockchain application platform transforms how companies and industries connect to solve impossible problems.,"2,838",11/01/2013,Operating,52,"Internet, Security, Software, FinTech, Health Care",1,11-50,01/06/2016,"$7,600,000","$12,500,000",28,Series A,http://gem.co,5
Neumob,https://www.crunchbase.com/organization/neumob,"Apps, Software, Internet Services, Mobile","Sunnyvale, California, United States","Neumob is the leader in speeding up mobile apps, reducing their errors and boosting conversions, everywhere in the world.","2,858",01/01/2015,Operating,23,"Mobile Apps, Cloud Computing, Infrastructure, Software, Mobile",,11-50,10/01/2015,"$8,500,000","$10,900,000",18,Series A,https://www.neumob.com,2
MOJIO,https://www.crunchbase.com/organization/mojio,"Platforms, Apps, Science and Engineering, Hardware, Software, Internet Services, Financial Services, Mobile","Palo Alto, California, United States","MOJIO is an open platform that enables users to connect their cars with other people, places, and things via smartphone apps.","2,860",10/12/2012,Operating,42,"Robotics, Apps, Software, iOS, Internet, FinTech, Android, Wireless, Mobile",4,11-50,12/12/2016,"$7,000,000","$17,300,000",10,Series A,http://moj.io,3
Nurx,https://www.crunchbase.com/organization/nurx,Health Care,"San Francisco, California, United States",Nurx is an on-demand birth control delivery company that prescribes contraceptives through its app.,"2,870",09/01/2014,Operating,9,"Personal Health, Health Care, Medical",2,11-50,10/31/2016,"$5,300,000","$5,420,000",5,Series A,http://nurx.co,2
SnapApp,https://www.crunchbase.com/organization/snapapp,"Media and Entertainment, Software, Sales and Marketing","Boston, Massachusetts, United States","We empower marketers to create interactive experiences that activate buyers, accelerates leads through the funnel, & unleashes growth.","2,880",09/01/2010,Operating,38,"Lead Generation, Content Marketing, Content Creators, B2B, Software, Marketing",1,51-100,11/03/2015,"$12,000,000","$12,000,000",1,Series A,http://www.snapapp.com,1
Honey,https://www.crunchbase.com/organization/honey-science,Commerce and Shopping,"Los Angeles, California, United States",Honey is a Los Angeles based consumer software company that automates deal and product discovery.,"2,882",10/01/2012,Operating,3,"E-Commerce, Retail, Shopping, Coupons",3,11-50,01/06/2016,"$3,300,000","$5,100,000",6,Series A,http://www.joinhoney.com,3
CardFlight,https://www.crunchbase.com/organization/cardflight,"Software, Payments, Financial Services, Mobile","New York, New York, United States",CardFlight enables app developers to easily incorporate card-present payment acceptance into mobile apps.,"2,887",02/01/2013,Operating,40,"Payments, Mobile, Mobile Payments",2,11-50,10/08/2015,"$4,200,000","$6,550,000",18,Series A,http://cardflight.com,6
Fulcrum Therapeutics,https://www.crunchbase.com/organization/fulcrum-therapeutics,"Biotechnology, Science and Engineering, Health Care","Cambridge, Massachusetts, United States",Fulcrum Therapeutics is a biotechnology company developing new medicines to deliver a new future to patients.,"2,898",01/01/2016,Operating,,"Health Care, Genetics, Therapeutics, Biotechnology",1,,05/10/2017,,"$55,000,000",2,Series A,http://www.fulcrumtx.com/,2
GrandCanals,https://www.crunchbase.com/organization/grand-canal-solutions,"Data and Analytics, Software, Internet Services","San Jose, California, United States","Grand Canal has developed Optimize, an innovative Cloud-based Supply Chain Analytics platform.","2,902",01/01/2014,Operating,,"Cloud Computing, Software, Analytics",2,11-50,05/16/2017,"$4,800,000","$4,800,000",3,Series A,https://www.grandcanals.com,1
ValiMail,https://www.crunchbase.com/organization/valimail,"Information Technology, Internet Services, Privacy and Security, Messaging and Telecommunications","San Francisco, California, United States",ValiMail authenticates legitimate email and blocks phishing attacks.,"2,905",03/01/2015,Operating,15,"Cyber Security, Email, Internet",2,1-10,11/02/2016,"$12,000,000","$13,500,000",5,Series A,https://www.valimail.com,2
Conversion Logic,https://www.crunchbase.com/organization/conversion-logic,"Data and Analytics, Software","Los Angeles, California, United States",Machine learning + cloud analytics for Enterprise B2C Marketers - the most intuitive cross-channel measurement and attribution platform.,"2,930",01/01/2014,Operating,31,"Software, Analytics, SaaS",3,,03/08/2017,"$9,000,000","$14,100,000",15,Series A,http://www.conversionlogic.com/,3
Automile,https://www.crunchbase.com/organization/automile-ab,"Software, Transportation","Palo Alto, California, United States",Automile offers frictionless tracking and management of fleets and assets.,"2,931",01/01/2013,Operating,24,"Developer APIs, SaaS, B2B, Automotive",4,11-50,12/23/2016,"$7,500,000","$12,850,000",11,Series A,https://www.automile.com,3
Smyte,https://www.crunchbase.com/organization/smyte,"Apps, Software, Mobile","San Francisco, California, United States",Smyte stops bad actors on marketplaces and social networks,"2,944",01/01/2014,Operating,,"Apps, Mobile",3,1-10,03/28/2017,"$4,000,000","$6,250,000",6,Series A,https://www.smyte.com/,3
PayJoy,https://www.crunchbase.com/organization/payjoy,"Financial Services, Mobile","San Francisco, California, United States",Consumer finance for the next billion.,"2,959",02/01/2015,Operating,14,"Financial Services, FinTech, Mobile",4,11-50,07/11/2016,"$8,500,000","$21,154,000",32,Series A,https://www.payjoy.com,5
Arterys,https://www.crunchbase.com/organization/arterys,"Software, Health Care, Internet Services","San Francisco, California, United States",Arterys' mission is to radically transform the world of medical imaging via high performance cloud computation.,"2,970",01/01/2007,Operating,2,"Medical, Health Diagnostics, Cloud Computing",3,11-50,03/14/2016,"$5,000,000","$13,716,000",9,Series A,https://www.arterys.com,5
Goldbely,https://www.crunchbase.com/organization/goldbely,"Commerce and Shopping, Food and Beverage, Internet Services","San Francisco, California, United States",Goldbely lets consumers buy food directly from the country's best small food makers & artisans,"2,975",01/01/2013,Operating,35,"Online Portals, Food and Beverage, E-Commerce",4,11-50,03/08/2017,"$10,000,000","$13,000,000",17,Series A,https://www.goldbely.com,3
AdStage,https://www.crunchbase.com/organization/adstage,"Media and Entertainment, Data and Analytics, Software, Sales and Marketing, Internet Services, Advertising","San Francisco, California, United States","AdStage Inc. is an advertising technology startup building advanced tools to help businesses build, manage and optimize online ad campaigns.","2,999",05/01/2012,Operating,49,"SEO, Enterprise Software, Advertising Platforms, Social Media, Machine Learning, Software, Internet, Advertising, Search Engine",2,11-50,09/19/2016,"$2,000,000","$12,250,000",20,Series A,https://www.adstage.io,6
Everlaw,https://www.crunchbase.com/organization/everlaw,"Information Technology, Software, Professional Services, Internet Services","Berkeley, California, United States",Everlaw brings intuitive design and computer science advances to challenges in the legal industry.,"3,001",10/28/2010,Operating,36,"Cloud Computing, Legal, Ediscovery, Document Management",2,11-50,01/14/2016,"$8,100,000","$9,604,995",5,Series A,http://everlaw.com,3
Within,https://www.crunchbase.com/organization/vrse,"Apps, Hardware, Software","Los Angeles, California, United States","Within creates and distributes innovative, story-driven experiences in virtual reality.","3,003",,Operating,34,"Virtual Reality, Software, Apps",2,,06/16/2016,"$12,600,000","$12,600,000",13,Series A,http://with.in/,2
CollegeVine,https://www.crunchbase.com/organization/collegevine,Education,"Cambridge, Massachusetts, United States","CollegeVine, founded as Admissions Hero in 2013, is a leading provider of one-on-one mentorship and college applications guidance.","3,005",01/01/2013,Operating,4,Education,3,251-500,04/26/2017,"$3,600,000","$6,700,000",4,Series A,https://www.collegevine.com/,2
ObEN,https://www.crunchbase.com/organization/oben,"Science and Engineering, Hardware, Data and Analytics, Software, Internet Services","Pasadena, California, United States",ObEN is an AI company that creates complete virtual identities for consumers and celebrities in the emerging digital world.,"3,036",02/26/2014,Operating,5,"Artificial Intelligence, Augmented Reality, Internet of Things, Virtual Reality",2,11-50,03/14/2017,,"$7,700,500",13,Series A,http://www.oben.com,4
Gobble,https://www.crunchbase.com/organization/gobble,"Travel and Tourism, Commerce and Shopping, Food and Beverage, Administrative Services","Palo Alto, California, United States",Gobble is a weekly dinner kit delivery service that helps busy people cook dinner in just 10 minutes with 1 pan.,"3,040",01/01/2010,Operating,16,"Hospitality, E-Commerce, Delivery, Cooking, Food Processing",1,11-50,10/29/2015,"$10,750,000","$14,823,000",24,Series A,http://gobble.com,5
VULCUN,https://www.crunchbase.com/organization/vulcun-2,"Gaming, Sports","San Francisco, California, United States",The largest prize pools in Fantasy eSports,"3,044",05/01/2011,Operating,6,"Fantasy Sports, Video Games, eSports, Gaming",2,11-50,04/09/2015,"$12,000,000","$13,300,000",25,Series A,http://www.vulcun.com,2
Popular Pays,https://www.crunchbase.com/organization/popular-pays,"Data and Analytics, Software, Sales and Marketing, Payments, Financial Services, Mobile","Chicago, Illinois, United States",Popular Pays is a platform connecting content creators with brands who want content to tell their stories.,"3,063",05/01/2013,Operating,20,"Virtual Currency, Social Media Marketing, Mobile, Analytics",3,11-50,04/10/2017,"$3,200,000","$5,520,000",19,Series A,http://www.popularpays.com,5
TripActions,https://www.crunchbase.com/organization/tripactions,"Travel and Tourism, Hardware, Information Technology, Consumer Electronics, Software","Menlo Park, California, United States",TripActions reinvents one of the most used & hated processes in your workplace by incentivizing employees to save company money.,"3,065",01/01/2015,Operating,7,"Travel, Business Travel, Information Technology, Computer, Software",2,11-50,01/24/2017,"$14,600,000","$14,700,000",2,Series A,http://tripactions.com/,2
Nimble CRM,https://www.crunchbase.com/organization/nimble-crm,"Information Technology, Software, Sales and Marketing","Santa Monica, California, United States",Nimble is a Web and SaaS-based platform providing small businesses with high-end CRM systems combined with social media.,"3,066",04/01/2009,Operating,16,"Collaboration, CRM, Software",2,11-50,03/02/2017,"$9,000,000","$12,000,000",13,Series A,http://www.nimble.com,4
